concept,category,question,label,predicted,correct
pig,animal,Is a pig an animal? Answer only in yes or no.,Yes,yes,True
pig,office supply,Is a pig an office supply? Answer only in yes or no.,No,yes,False
pig,farm animal,Is a pig a farm animal? Answer only in yes or no.,Yes,yes,True
pig,home appliance,Is a pig a home appliance? Answer only in yes or no.,No,yes,False
pigeon,bird,Is a pigeon a bird? Answer only in yes or no.,Yes,yes,True
pigeon,sports equipment,Is a pigeon a sports equipment? Answer only in yes or no.,No,yes,False
pigeon,animal,Is a pigeon an animal? Answer only in yes or no.,Yes,yes,True
pigeon,seafood,Is a pigeon a seafood? Answer only in yes or no.,No,yes,False
piggy_bank,container,Is a piggy bank a container? Answer only in yes or no.,Yes,yes,True
piggy_bank,women's clothing,Is a piggy bank a women's clothing? Answer only in yes or no.,No,yes,False
piglet,mammal,Is a piglet a mammal? Answer only in yes or no.,Yes,yes,True
piglet,hardware,Is a piglet a hardware? Answer only in yes or no.,No,yes,False
piglet,animal,Is a piglet an animal? Answer only in yes or no.,Yes,yes,True
piglet,medical equipment,Is a piglet a medical equipment? Answer only in yes or no.,No,yes,False
piglet,farm animal,Is a piglet a farm animal? Answer only in yes or no.,Yes,yes,True
piglet,sea animal,Is a piglet a sea animal? Answer only in yes or no.,No,yes,False
pillbox,medical equipment,Is a pillbox a medical equipment? Answer only in yes or no.,Yes,yes,True
pillbox,insect,Is a pillbox an insect? Answer only in yes or no.,No,yes,False
pillbox,container,Is a pillbox a container? Answer only in yes or no.,Yes,yes,True
pillbox,drink,Is a pillbox a drink? Answer only in yes or no.,No,yes,False
pillow,home decor,Is a pillow a home decor? Answer only in yes or no.,Yes,yes,True
pillow,furniture,Is a pillow a furniture? Answer only in yes or no.,No,yes,False
pin,arts and crafts supply,Is a pin an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
pin,bird,Is a pin a bird? Answer only in yes or no.,No,yes,False
pin,tool,Is a pin a tool? Answer only in yes or no.,Yes,yes,True
pin,animal,Is a pin an animal? Answer only in yes or no.,No,yes,False
pin,fastener,Is a pin a fastener? Answer only in yes or no.,Yes,yes,True
pin,kitchen appliance,Is a pin a kitchen appliance? Answer only in yes or no.,No,yes,False
pinball,game,Is a pinball a game? Answer only in yes or no.,Yes,yes,True
pinball,part of car,Is a pinball a part of car? Answer only in yes or no.,No,yes,False
pinball,electronic device,Is a pinball an electronic device? Answer only in yes or no.,Yes,yes,True
pinball,jewelry,Is a pinball a jewelry? Answer only in yes or no.,No,yes,False
pincushion,arts and crafts supply,Is a pincushion an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
pincushion,sports equipment,Is a pincushion a sports equipment? Answer only in yes or no.,No,yes,False
pine_tree,plant,Is a pine tree a plant? Answer only in yes or no.,Yes,yes,True
pine_tree,kitchen tool,Is a pine tree a kitchen tool? Answer only in yes or no.,No,yes,False
pineapple,food,Is a pineapple a food? Answer only in yes or no.,Yes,yes,True
pineapple,protective clothing,Is a pineapple a protective clothing? Answer only in yes or no.,No,yes,False
pineapple,fruit,Is a pineapple a fruit? Answer only in yes or no.,Yes,yes,True
pineapple,school supply,Is a pineapple a school supply? Answer only in yes or no.,No,yes,False
pinecone,home decor,Is a pinecone a home decor? Answer only in yes or no.,Yes,yes,True
pinecone,insect,Is a pinecone an insect? Answer only in yes or no.,No,yes,False
ping-pong_table,sports equipment,Is a ping-pong table a sports equipment? Answer only in yes or no.,Yes,yes,True
ping-pong_table,fastener,Is a ping-pong table a fastener? Answer only in yes or no.,No,yes,False
pinwheel,toy,Is a pinwheel a toy? Answer only in yes or no.,Yes,yes,True
pinwheel,vehicle,Is a pinwheel a vehicle? Answer only in yes or no.,No,yes,False
pinwheel,home decor,Is a pinwheel a home decor? Answer only in yes or no.,Yes,yes,True
pinwheel,medical equipment,Is a pinwheel a medical equipment? Answer only in yes or no.,No,yes,False
pistachio,food,Is a pistachio a food? Answer only in yes or no.,Yes,yes,True
pistachio,sea animal,Is a pistachio a sea animal? Answer only in yes or no.,No,yes,False
pita,food,Is a pita a food? Answer only in yes or no.,Yes,yes,True
pita,kitchen appliance,Is a pita a kitchen appliance? Answer only in yes or no.,No,yes,False
pitcher,container,Is a pitcher a container? Answer only in yes or no.,Yes,yes,True
pitcher,arts and crafts supply,Is a pitcher an arts and crafts supply? Answer only in yes or no.,No,yes,False
pitchfork,tool,Is a pitchfork a tool? Answer only in yes or no.,Yes,yes,True
pitchfork,body part,Is a pitchfork a body part? Answer only in yes or no.,No,yes,False
pitchfork,garden tool,Is a pitchfork a garden tool? Answer only in yes or no.,Yes,yes,True
pitchfork,animal,Is a pitchfork an animal? Answer only in yes or no.,No,yes,False
pitchfork,weapon,Is a pitchfork a weapon? Answer only in yes or no.,Yes,yes,True
pitchfork,outerwear,Is a pitchfork an outerwear? Answer only in yes or no.,No,yes,False
pizza,food,Is a pizza a food? Answer only in yes or no.,Yes,yes,True
pizza,kitchen appliance,Is a pizza a kitchen appliance? Answer only in yes or no.,No,yes,False
place_mat,home decor,Is a place mat a home decor? Answer only in yes or no.,Yes,yes,True
place_mat,musical instrument,Is a place mat a musical instrument? Answer only in yes or no.,No,yes,False
plant,plant,Is a plant a plant? Answer only in yes or no.,Yes,yes,True
plant,clothing accessory,Is a plant a clothing accessory? Answer only in yes or no.,No,yes,False
plaster_cast,medical equipment,Is a plaster cast a medical equipment? Answer only in yes or no.,Yes,yes,True
plaster_cast,jewelry,Is a plaster cast a jewelry? Answer only in yes or no.,No,yes,False
platypus,mammal,Is a platypus a mammal? Answer only in yes or no.,Yes,yes,True
platypus,personal hygiene item,Is a platypus a personal hygiene item? Answer only in yes or no.,No,yes,False
platypus,animal,Is a platypus an animal? Answer only in yes or no.,Yes,yes,True
platypus,seafood,Is a platypus a seafood? Answer only in yes or no.,No,yes,False
playing_card,game,Is a playing card a game? Answer only in yes or no.,Yes,yes,True
playing_card,weapon,Is a playing card a weapon? Answer only in yes or no.,No,yes,False
pliers,tool,Is a pliers a tool? Answer only in yes or no.,Yes,yes,True
pliers,personal hygiene item,Is a pliers a personal hygiene item? Answer only in yes or no.,No,yes,False
pliers,construction equipment,Is a pliers a construction equipment? Answer only in yes or no.,Yes,yes,True
pliers,headwear,Is a pliers a headwear? Answer only in yes or no.,No,yes,False
pliers,hardware,Is a pliers a hardware? Answer only in yes or no.,Yes,yes,True
pliers,women's clothing,Is a pliers a women's clothing? Answer only in yes or no.,No,yes,False
plug,hardware,Is a plug a hardware? Answer only in yes or no.,Yes,yes,True
plug,fruit,Is a plug a fruit? Answer only in yes or no.,No,yes,False
plum,food,Is a plum a food? Answer only in yes or no.,Yes,yes,True
plum,animal,Is a plum an animal? Answer only in yes or no.,No,yes,False
plum,fruit,Is a plum a fruit? Answer only in yes or no.,Yes,yes,True
plum,mammal,Is a plum a mammal? Answer only in yes or no.,No,yes,False
plunger,tool,Is a plunger a tool? Answer only in yes or no.,Yes,yes,True
plunger,headwear,Is a plunger a headwear? Answer only in yes or no.,No,yes,False
plunger,hardware,Is a plunger a hardware? Answer only in yes or no.,Yes,yes,True
plunger,outerwear,Is a plunger an outerwear? Answer only in yes or no.,No,yes,False
pocket_watch,jewelry,Is a pocket watch a jewelry? Answer only in yes or no.,Yes,yes,True
pocket_watch,farm animal,Is a pocket watch a farm animal? Answer only in yes or no.,No,yes,False
pocketknife,tool,Is a pocketknife a tool? Answer only in yes or no.,Yes,yes,True
pocketknife,musical instrument,Is a pocketknife a musical instrument? Answer only in yes or no.,No,yes,False
pocketknife,weapon,Is a pocketknife a weapon? Answer only in yes or no.,Yes,yes,True
pocketknife,breakfast food,Is a pocketknife a breakfast food? Answer only in yes or no.,No,yes,False
pogo_stick,toy,Is a pogo stick a toy? Answer only in yes or no.,Yes,yes,True
pogo_stick,plant,Is a pogo stick a plant? Answer only in yes or no.,No,yes,False
poinsettia,plant,Is a poinsettia a plant? Answer only in yes or no.,Yes,yes,True
poinsettia,lighting,Is a poinsettia a lighting? Answer only in yes or no.,No,yes,False
poker,tool,Is a poker a tool? Answer only in yes or no.,Yes,yes,True
poker,body part,Is a poker a body part? Answer only in yes or no.,No,yes,False
polar_bear,mammal,Is a polar bear a mammal? Answer only in yes or no.,Yes,yes,True
polar_bear,construction equipment,Is a polar bear a construction equipment? Answer only in yes or no.,No,yes,False
polar_bear,animal,Is a polar bear an animal? Answer only in yes or no.,Yes,yes,True
polar_bear,medical equipment,Is a polar bear a medical equipment? Answer only in yes or no.,No,yes,False
police_car,vehicle,Is a police car a vehicle? Answer only in yes or no.,Yes,yes,True
police_car,insect,Is a police car an insect? Answer only in yes or no.,No,yes,False
polo_shirt,clothing,Is a polo shirt a clothing? Answer only in yes or no.,Yes,yes,True
polo_shirt,insect,Is a polo shirt an insect? Answer only in yes or no.,No,yes,False
polygraph,electronic device,Is a polygraph an electronic device? Answer only in yes or no.,Yes,yes,True
polygraph,garden tool,Is a polygraph a garden tool? Answer only in yes or no.,No,yes,False
polygraph,scientific equipment,Is a polygraph a scientific equipment? Answer only in yes or no.,Yes,yes,True
polygraph,home appliance,Is a polygraph a home appliance? Answer only in yes or no.,No,yes,False
pom-pom,arts and crafts supply,Is a pom-pom an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
pom-pom,candy,Is a pom-pom a candy? Answer only in yes or no.,No,yes,False
pomegranate,food,Is a pomegranate a food? Answer only in yes or no.,Yes,yes,True
pomegranate,drink,Is a pomegranate a drink? Answer only in yes or no.,No,yes,False
pomegranate,fruit,Is a pomegranate a fruit? Answer only in yes or no.,Yes,yes,True
pomegranate,lighting,Is a pomegranate a lighting? Answer only in yes or no.,No,yes,False
pony,mammal,Is a pony a mammal? Answer only in yes or no.,Yes,yes,True
pony,watercraft,Is a pony a watercraft? Answer only in yes or no.,No,yes,False
pony,animal,Is a pony an animal? Answer only in yes or no.,Yes,yes,True
pony,musical instrument,Is a pony a musical instrument? Answer only in yes or no.,No,yes,False
poodle,mammal,Is a poodle a mammal? Answer only in yes or no.,Yes,yes,True
poodle,kitchen appliance,Is a poodle a kitchen appliance? Answer only in yes or no.,No,yes,False
poodle,animal,Is a poodle an animal? Answer only in yes or no.,Yes,yes,True
poodle,body part,Is a poodle a body part? Answer only in yes or no.,No,yes,False
popcorn,food,Is a popcorn a food? Answer only in yes or no.,Yes,yes,True
popcorn,container,Is a popcorn a container? Answer only in yes or no.,No,yes,False
poppy,food,Is a poppy a food? Answer only in yes or no.,Yes,yes,True
poppy,home appliance,Is a poppy a home appliance? Answer only in yes or no.,No,yes,False
poppy,plant,Is a poppy a plant? Answer only in yes or no.,Yes,yes,True
poppy,clothing accessory,Is a poppy a clothing accessory? Answer only in yes or no.,No,yes,False
popsicle,food,Is a popsicle a food? Answer only in yes or no.,Yes,yes,True
popsicle,vegetable,Is a popsicle a vegetable? Answer only in yes or no.,No,yes,False
popsicle,dessert,Is a popsicle a dessert? Answer only in yes or no.,Yes,yes,True
popsicle,insect,Is a popsicle an insect? Answer only in yes or no.,No,yes,False
porcupine,mammal,Is a porcupine a mammal? Answer only in yes or no.,Yes,yes,True
porcupine,farm animal,Is a porcupine a farm animal? Answer only in yes or no.,No,yes,False
porcupine,animal,Is a porcupine an animal? Answer only in yes or no.,Yes,yes,True
porcupine,headwear,Is a porcupine a headwear? Answer only in yes or no.,No,yes,False
possum,mammal,Is a possum a mammal? Answer only in yes or no.,Yes,yes,True
possum,furniture,Is a possum a furniture? Answer only in yes or no.,No,yes,False
possum,animal,Is a possum an animal? Answer only in yes or no.,Yes,yes,True
possum,insect,Is a possum an insect? Answer only in yes or no.,No,yes,False
poster,home decor,Is a poster a home decor? Answer only in yes or no.,Yes,yes,True
poster,kitchen appliance,Is a poster a kitchen appliance? Answer only in yes or no.,No,yes,False
pot,container,Is a pot a container? Answer only in yes or no.,Yes,yes,True
pot,school supply,Is a pot a school supply? Answer only in yes or no.,No,yes,False
potato,food,Is a potato a food? Answer only in yes or no.,Yes,yes,True
potato,scientific equipment,Is a potato a scientific equipment? Answer only in yes or no.,No,yes,False
potato,vegetable,Is a potato a vegetable? Answer only in yes or no.,Yes,yes,True
potato,insect,Is a potato an insect? Answer only in yes or no.,No,yes,False
potpie,food,Is a potpie a food? Answer only in yes or no.,Yes,yes,True
potpie,protective clothing,Is a potpie a protective clothing? Answer only in yes or no.,No,yes,False
potpourri,home decor,Is a potpourri a home decor? Answer only in yes or no.,Yes,yes,True
potpourri,footwear,Is a potpourri a footwear? Answer only in yes or no.,No,yes,False
praying_mantis,insect,Is a praying mantis an insect? Answer only in yes or no.,Yes,yes,True
praying_mantis,footwear,Is a praying mantis a footwear? Answer only in yes or no.,No,yes,False
praying_mantis,animal,Is a praying mantis an animal? Answer only in yes or no.,Yes,yes,True
praying_mantis,home decor,Is a praying mantis a home decor? Answer only in yes or no.,No,yes,False
pretzel,food,Is a pretzel a food? Answer only in yes or no.,Yes,yes,True
pretzel,clothing,Is a pretzel a clothing? Answer only in yes or no.,No,yes,False
printer,electronic device,Is a printer an electronic device? Answer only in yes or no.,Yes,yes,True
printer,medical equipment,Is a printer a medical equipment? Answer only in yes or no.,No,yes,False
prism,scientific equipment,Is a prism a scientific equipment? Answer only in yes or no.,Yes,yes,True
prism,electronic device,Is a prism an electronic device? Answer only in yes or no.,No,yes,False
projector,electronic device,Is a projector an electronic device? Answer only in yes or no.,Yes,yes,True
projector,game,Is a projector a game? Answer only in yes or no.,No,yes,False
prune,food,Is a prune a food? Answer only in yes or no.,Yes,yes,True
prune,candy,Is a prune a candy? Answer only in yes or no.,No,yes,False
prune,fruit,Is a prune a fruit? Answer only in yes or no.,Yes,yes,True
prune,arts and crafts supply,Is a prune an arts and crafts supply? Answer only in yes or no.,No,yes,False
